o_x,o_y,d_x,d_y,o_node,d_node
-87.5993944745,41.7662994252,-87.6514091317,41.7551743829,261153734.0,261185763.0
-87.6023504372,41.8237128095,-87.6161341112,41.7632467988,414162098.0,261127106.0
-87.6429586652,41.8679024175,-87.6327464887,41.8809944707,256612742.0,28289897.0
-87.6950125892,42.001571027,-87.6634164054,41.9867117999,261224249.0,261218260.0
-87.6515625922,41.9363101308,-87.6266589003,41.9075200747,4173985509.0,271147928.0
-87.6197106717,41.8950334495,-87.6499072264,41.9049353016,262184019.0,734237297.0
-87.6318639497,41.8920421365,-87.6209929134,41.8849871918,2291929239.0,623820257.0
-87.672920435,41.8631181033,-87.6207628651,41.8983317935,261145360.0,27440574.0
-87.6559981815,41.9442266014,-87.6763559892,41.9012069941,261199726.0,261202157.0
-87.7103591445,41.9210196071,-87.6327464887,41.8809944707,261203064.0,28289897.0
-87.6317173661,41.9146162864,-87.6462109769,41.9218549112,259745404.0,262369215.0
-87.6591665992,41.8090182499,-87.6635175498,41.874005383,386392006.0,736019814.0
-87.6687944391,41.9451704528,-87.6341560931,41.922082541,2447758345.0,656680113.0
-87.6428084655,41.8853000224,-87.657005027,41.8790669938,258020602.0,261239964.0
-87.5935612875,41.8132012947,-87.642648998,41.8792550844,614386724.0,257381494.0
-87.6173580061,41.859349715,-87.6318639497,41.8920421365,11938585879.0,2291929239.0
-87.5831437169,41.7905062613,-87.5853031602,41.8012268363,1393844035.0,1578759292.0
-87.6467820813,41.938232293,-87.6559118484,41.9217014922,259575869.0,286369393.0
-87.7633990316,41.9540276487,-87.8060200025,41.9465114202,261210232.0,261181579.0
-87.6515625922,41.9363101308,-87.6341560931,41.922082541,4173985509.0,656680113.0
-87.6572331997,41.8852813201,-87.6327464887,41.8809944707,258956097.0,28289897.0
-87.657005027,41.8790669938,-87.642648998,41.8792550844,261239964.0,257381494.0
-87.6197106717,41.8950334495,-87.6434709559,41.9432371225,262184019.0,262169933.0
-87.6649539167,41.8997373884,-87.6536139825,41.8983058696,261166444.0,739187858.0
-87.6494887289,41.9226862843,-87.6634164054,41.9867117999,370097351.0,261218260.0
-87.672920435,41.8631181033,-87.6750856208,41.8704150003,261145360.0,1324353893.0
-87.7560467111,41.8906088526,-87.7655016086,41.9272609555,261258147.0,261236570.0
-87.6499072264,41.9049353016,-87.6564115308,41.9362371791,734237297.0,4173985511.0
-87.5949254391,41.7788768603,-87.6161341112,41.7632467988,261137159.0,261127106.0
-87.695666342,41.7718485152,-87.7269298425,41.7697780588,261150080.0,538028307.0
-87.642648998,41.8792550844,-87.6750627566,41.9123643542,257381494.0,349125510.0
-87.6173580061,41.859349715,-87.6209929134,41.8849871918,11938585879.0,623820257.0
-87.6341560931,41.922082541,-87.680162272,42.0160105638,656680113.0,261295918.0
-87.6173580061,41.859349715,-87.672920435,41.8631181033,11938585879.0,261145360.0
-87.7560467111,41.8906088526,-87.7209182385,41.9000696026,261258147.0,261202207.0
-87.632184554,41.7544341714,-87.6485464717,41.7264071108,261116450.0,261173899.0
-87.5600572565,41.7142705001,-87.5748881668,41.7157609069,3897744901.0,2264929643.0
-87.6032571641,41.776910545,-87.6188683546,41.8909220259,261158009.0,269448563.0
-87.7049072355,41.9283913974,-87.7220523299,41.9337850524,369649678.0,261227487.0
-87.6520492549,41.6886316646,-87.6712503529,41.6846149678,261240021.0,261329458.0
-87.680162272,42.0160105638,-87.6197106717,41.8950334495,261295918.0,262184019.0
-87.701941074,41.9768117505,-87.6750856208,41.8704150003,261215916.0,1324353893.0
-87.6559981815,41.9442266014,-87.6763559892,41.9012069941,261199726.0,261202157.0
-87.7655016086,41.9272609555,-87.7633990316,41.9540276487,261236570.0,261210232.0
-87.6835062305,41.9504425991,-87.6940010612,41.9725808001,261235206.0,261158079.0
-87.6221729369,41.8706073724,-87.6327464887,41.8809944707,2428811753.0,28289897.0
-87.6665962653,41.7759288274,-87.6424975271,41.7771962546,261151942.0,261214537.0
-87.6991553432,41.9227606205,-87.7633990316,41.9540276487,366227246.0,261210232.0
-87.6525344838,41.8926581076,-87.6572331997,41.8852813201,709393026.0,258956097.0
-87.6750856208,41.8704150003,-87.6696239301,41.8924331563,1324353893.0,261198400.0
-87.7088084239,41.8986992296,-87.6209929134,41.8849871918,261255894.0,623820257.0
-87.7347397536,41.9243470769,-87.7112105933,41.9386661962,440910596.0,313441004.0
-87.6012851221,41.7904693995,-87.5904311285,41.7904478989,261176761.0,261139498.0
-87.6291051864,41.9002212967,-87.6357600901,41.9074919303,250755811.0,261166853.0
-87.6635175498,41.874005383,-87.6203346241,41.8571838585,736019814.0,288595701.0
-87.7600980476,41.8837934871,-87.6262149064,41.8925077809,261210198.0,258023463.0
-87.6494887289,41.9226862843,-87.7112105933,41.9386661962,370097351.0,313441004.0
-87.6262105324,41.8991556134,-87.659122427,42.004764559,261149262.0,261242502.0
-87.6536139825,41.8983058696,-87.6188683546,41.8909220259,739187858.0,269448563.0
-87.6603894557,41.958055933,-87.6327464887,41.8809944707,12191241534.0,28289897.0
-87.6012851221,41.7904693995,-87.5935368954,41.7834599172,261176761.0,261140622.0
-87.7172201,41.8601900192,-87.6635175498,41.874005383,261174185.0,736019814.0
-87.6188683546,41.8909220259,-87.6221729369,41.8706073724,269448563.0,2428811753.0
-87.5739519554,41.7697847237,-87.6084265019,41.7831007248,261148742.0,261219408.0
-87.630963601,41.9094956686,-87.6572331997,41.8852813201,264429295.0,258956097.0
-87.5748881668,41.7157609069,-87.548564529,41.7319988447,2264929643.0,261181271.0
-87.6129454143,41.8919715078,-87.6318639497,41.8920421365,736932535.0,2291929239.0
-87.6453787624,41.962178629,-87.6753116216,41.906025969,26794623.0,261110397.0
-87.6159695226,41.7402057565,-87.6563059862,41.7442051463,261127123.0,261151261.0
-87.6317173661,41.9146162864,-87.6470785093,41.942577185,259745404.0,261139211.0
-87.6525344838,41.8926581076,-87.6262149064,41.8925077809,709393026.0,258023463.0
-87.6288741572,41.8920726347,-87.6207628651,41.8983317935,258023465.0,27440574.0
-87.7215590627,41.968069,-87.6634164054,41.9867117999,305898751.0,261218260.0
-87.6318639497,41.8920421365,-87.6572331997,41.8852813201,2291929239.0,258956097.0
-87.6429586652,41.8679024175,-87.6327464887,41.8809944707,256612742.0,28289897.0
-87.6559981815,41.9442266014,-87.6634164054,41.9867117999,261199726.0,261218260.0
-87.7209182385,41.9000696026,-87.6333080367,41.899602111,261202207.0,261267239.0
-87.6317173661,41.9146162864,-87.6261455896,41.9027880476,259745404.0,261278115.0
-87.6513108767,41.9290469366,-87.6209929134,41.8849871918,261236458.0,623820257.0
-87.6209929134,41.8849871918,-87.6572331997,41.8852813201,623820257.0,258956097.0
-87.6357600901,41.9074919303,-87.6398538587,41.9347624564,261166853.0,259379126.0
-87.6614433685,41.9416281,-87.6709450752,41.9083786693,261187512.0,261202244.0
-87.6763559892,41.9012069941,-87.6635175498,41.874005383,261202157.0,736019814.0
-87.6129454143,41.8919715078,-87.6378442095,41.8932163595,736932535.0,709413342.0
-87.6214361442,41.8076176173,-87.6012851221,41.7904693995,468420069.0,261176761.0
-87.6251921424,41.8788655841,-87.6494887289,41.9226862843,27440219.0,370097351.0
-87.7445755674,41.8767621307,-87.7598126285,41.8765928828,737123268.0,261154184.0
-87.5727819867,41.7615779081,-87.6161341112,41.7632467988,261132617.0,261127106.0
-87.6168216385,41.6891234369,-87.6053716267,41.6893165995,261332213.0,719017901.0
-87.6635175498,41.874005383,-87.6251921424,41.8788655841,736019814.0,27440219.0
-87.642648998,41.8792550844,-87.6173580061,41.859349715,257381494.0,11938585879.0
-87.6350918563,41.8510178239,-87.6262149064,41.8925077809,261118916.0,258023463.0
-87.7242081939,41.7929819032,-87.6203346241,41.8571838585,261160795.0,288595701.0
-87.7073712344,41.8408329604,-87.7277626622,41.8452133803,261213403.0,261118010.0
-87.6540070286,41.9147473049,-87.6687944391,41.9451704528,265641952.0,2447758345.0
-87.6572331997,41.8852813201,-87.6321092196,41.9002656868,258956097.0,2291929252.0
-87.6251921424,41.8788655841,-87.667569312,41.8502663663,27440219.0,261151990.0
-87.6634164054,41.9867117999,-87.6333080367,41.899602111,261218260.0,261267239.0
-87.6317173661,41.9146162864,-87.6318639497,41.8920421365,259745404.0,2291929239.0
-87.714003807,41.8390869059,-87.7083657043,41.7457577128,261163038.0,261166819.0
-87.6232200288,41.7769437808,-87.6327464887,41.8809944707,261136973.0,28289897.0
-87.6251921424,41.8788655841,-87.6559981815,41.9442266014,27440219.0,261199726.0
-87.6991553432,41.9227606205,-87.7058971305,41.8789144956,366227246.0,261132070.0
-87.6414597588,41.9217783562,-87.6221729369,41.8706073724,262370227.0,2428811753.0
-87.642648998,41.8792550844,-87.6188683546,41.8909220259,257381494.0,269448563.0
-87.6327464887,41.8809944707,-87.6262149064,41.8925077809,28289897.0,258023463.0
-87.6266589003,41.9075200747,-87.6428084655,41.8853000224,271147928.0,258020602.0
-87.6665362813,41.9506733576,-87.6327464887,41.8809944707,261166441.0,28289897.0
-87.6251921424,41.8788655841,-87.7209182385,41.9000696026,27440219.0,261202207.0
-87.6197106717,41.8950334495,-87.6325885208,41.8163079956,262184019.0,261336620.0
-87.6318639497,41.8920421365,-87.6317173661,41.9146162864,2291929239.0,259745404.0
-87.6635175498,41.874005383,-87.6488950721,41.7174930361,736019814.0,261162196.0
-87.6634164054,41.9867117999,-87.6559981815,41.9442266014,261218260.0,261199726.0
-87.6161341112,41.7632467988,-87.5727171342,41.7296764229,261127106.0,261142325.0
-87.6513108767,41.9290469366,-87.6603894557,41.958055933,261236458.0,12191241534.0
-87.5949330919,41.7146749464,-87.6201776393,41.7692450579,261156514.0,261214297.0
-87.6341560931,41.922082541,-87.6318639497,41.8920421365,656680113.0,2291929239.0
-87.6950125892,42.001571027,-87.7235831853,41.9836363072,261224249.0,261105009.0
-87.6188683546,41.8909220259,-87.6317173661,41.9146162864,269448563.0,259745404.0
-87.6318639497,41.8920421365,-87.6209929134,41.8849871918,2291929239.0,623820257.0
-87.6333080367,41.899602111,-87.667569312,41.8502663663,261267239.0,261151990.0
-87.672920435,41.8631181033,-87.6559368296,41.7477324924,261145360.0,261137906.0
-87.6321092196,41.9002656868,-87.6327464887,41.8809944707,2291929252.0,28289897.0
-87.7347397536,41.9243470769,-87.7633990316,41.9540276487,440910596.0,261210232.0
-87.6750856208,41.8704150003,-87.6429586652,41.8679024175,1324353893.0,256612742.0
-87.6291051864,41.9002212967,-87.6357600901,41.9074919303,250755811.0,261166853.0
-87.6751020589,41.8161780153,-87.6935387966,41.853834685,261228604.0,261194659.0
-87.7048934862,41.9941436461,-87.6638654956,41.9726679555,7639783802.0,257154257.0
-87.6935387966,41.853834685,-87.6849139261,41.8702687225,261194659.0,1308232052.0
-87.592310855,41.794090253,-87.6203346241,41.8571838585,261358990.0,288595701.0
-87.6188683546,41.8909220259,-87.6327464887,41.8809944707,269448563.0,28289897.0
-87.6262149064,41.8925077809,-87.6173580061,41.859349715,258023463.0,11938585879.0
-87.5727171342,41.7296764229,-87.551428197,41.7412427285,261142325.0,261116225.0
-87.6595642391,41.8563332167,-87.6709450752,41.9083786693,261151302.0,261202244.0
-87.7103591445,41.9210196071,-87.6796002867,41.8995065476,261203064.0,261172241.0
-87.6635175498,41.874005383,-87.7172201,41.8601900192,736019814.0,261174185.0
-87.6318639497,41.8920421365,-87.6357600901,41.9074919303,2291929239.0,261166853.0
-87.6530217894,41.9581548757,-87.7164304157,41.9782942489,257372149.0,261288782.0
-87.7968155178,41.9146023652,-87.6288741572,41.8920726347,261149051.0,258023465.0
-87.5799482481,41.7761636931,-87.5941966274,41.7980417164,261270976.0,386823019.0
-87.6559981815,41.9442266014,-87.6763559892,41.9012069941,261199726.0,261202157.0
-87.6950125892,42.001571027,-87.6701668569,42.0096228806,261224249.0,261289110.0
-87.6197106717,41.8950334495,-87.638333371,41.8311571825,262184019.0,5492761345.0
-87.6186777673,41.8351179863,-87.6178596758,41.8129489392,261127033.0,261127048.0
-87.6129454143,41.8919715078,-87.6318639497,41.8920421365,736932535.0,2291929239.0
-87.6317173661,41.9146162864,-87.642648998,41.8792550844,259745404.0,257381494.0
-87.665676837,41.9287630064,-87.6350918563,41.8510178239,261166425.0,261118916.0
-87.6572331997,41.8852813201,-87.6788459662,41.9725625375,258956097.0,262158752.0
-87.6333080367,41.899602111,-87.6701668569,42.0096228806,261267239.0,261289110.0
-87.6559981815,41.9442266014,-87.6635175498,41.874005383,261199726.0,736019814.0
-87.6558787862,41.96581197,-87.6333080367,41.899602111,257148945.0,261267239.0
-87.7633990316,41.9540276487,-87.7234523905,41.9535821253,261210232.0,263372992.0
-87.6763559892,41.9012069941,-87.6333080367,41.899602111,261202157.0,261267239.0
-87.6221729369,41.8706073724,-87.717503858,41.942859303,2428811753.0,4081947312.0
